source_document,year,code,description,amount_type,amount_kwacha
LUANSHYA-BUDGET-2025.pdf,2025,004,Premium Plot Commercial,BUDGET ESTIMATE 2027,2244000.0
LUANSHYA-BUDGET-2025.pdf,2025,007,Land Application Charges,APPROVED BUDGET 2025,6500.0
LUANSHYA-BUDGET-2025.pdf,2025,007,Land Application Charges,REVISED BUDGET 2026,6500.0
LUANSHYA-BUDGET-2025.pdf,2025,007,Land Application Charges,BUDGET ESTIMATE 2027,6500.0
LUANSHYA-BUDGET-2025.pdf,2025,009,Change of ownership,APPROVED BUDGET 2025,44000.0
LUANSHYA-BUDGET-2025.pdf,2025,009,Change of ownership,REVISED BUDGET 2026,44000.0
LUANSHYA-BUDGET-2025.pdf,2025,009,Change of ownership,BUDGET ESTIMATE 2027,44000.0
LUANSHYA-BUDGET-2025.pdf,2025,010,Sub-division of plot,APPROVED BUDGET 2025,48000.0
LUANSHYA-BUDGET-2025.pdf,2025,010,Sub-division of plot,REVISED BUDGET 2026,48000.0
LUANSHYA-BUDGET-2025.pdf,2025,010,Sub-division of plot,BUDGET ESTIMATE 2027,48000.0
LUANSHYA-BUDGET-2025.pdf,2025,012,Change of Land use,APPROVED BUDGET 2025,48000.0
LUANSHYA-BUDGET-2025.pdf,2025,012,Change of Land use,REVISED BUDGET 2026,48000.0
LUANSHYA-BUDGET-2025.pdf,2025,012,Change of Land use,BUDGET ESTIMATE 2027,48000.0
LUANSHYA-BUDGET-2025.pdf,2025,,SubItem Total,REVISED BUDGET 2026,5134500.0
LUANSHYA-BUDGET-2025.pdf,2025,,SubItem Total,BUDGET ESTIMATE 2027,5134500.0
LUANSHYA-BUDGET-2025.pdf,2025,002,Surplus/ Deficit from Commercial Ventures,APPROVED BUDGET 2025,290778.0
LUANSHYA-BUDGET-2025.pdf,2025,002,Surplus/ Deficit from Commercial Ventures,REVISED BUDGET 2026,290778.0
LUANSHYA-BUDGET-2025.pdf,2025,002,Surplus/ Deficit from Commercial Ventures,BUDGET ESTIMATE 2027,290778.0
LUANSHYA-BUDGET-2025.pdf,2025,099,Other Income,APPROVED BUDGET 2025,55400.0
LUANSHYA-BUDGET-2025.pdf,2025,099,Other Income,REVISED BUDGET 2026,55400.0
LUANSHYA-BUDGET-2025.pdf,2025,099,Other Income,BUDGET ESTIMATE 2027,55400.0
LUANSHYA-BUDGET-2025.pdf,2025,,SubItem Total,REVISED BUDGET 2026,346178.0
LUANSHYA-BUDGET-2025.pdf,2025,,SubItem Total,BUDGET ESTIMATE 2027,346178.0
LUANSHYA-BUDGET-2025.pdf,2025,001,Constituency Development Fund,APPROVED BUDGET 2025,72116301.0
LUANSHYA-BUDGET-2025.pdf,2025,001,Constituency Development Fund,REVISED BUDGET 2026,72116301.0
LUANSHYA-BUDGET-2025.pdf,2025,001,Constituency Development Fund,BUDGET ESTIMATE 2027,72116301.0
LUANSHYA-BUDGET-2025.pdf,2025,002,Roads Grant,APPROVED BUDGET 2025,3200587.0
LUANSHYA-BUDGET-2025.pdf,2025,002,Roads Grant,REVISED BUDGET 2026,3200587.0
LUANSHYA-BUDGET-2025.pdf,2025,002,Roads Grant,BUDGET ESTIMATE 2027,3200587.0
LUANSHYA-BUDGET-2025.pdf,2025,003,Health Grant,APPROVED BUDGET 2025,6384647.0
LUANSHYA-BUDGET-2025.pdf,2025,003,Health Grant,REVISED BUDGET 2026,6384647.0
LUANSHYA-BUDGET-2025.pdf,2025,003,Health Grant,BUDGET ESTIMATE 2027,6384647.0
LUANSHYA-BUDGET-2025.pdf,2025,004,Local Government Equalisation Fund,APPROVED BUDGET 2025,14707634.0
LUANSHYA-BUDGET-2025.pdf,2025,004,Local Government Equalisation Fund,REVISED BUDGET 2026,14707634.0
LUANSHYA-BUDGET-2025.pdf,2025,004,Local Government Equalisation Fund,BUDGET ESTIMATE 2027,14707634.0
LUANSHYA-BUDGET-2025.pdf,2025,005,Grants in lieu of Rates,APPROVED BUDGET 2025,300000.0
LUANSHYA-BUDGET-2025.pdf,2025,005,Grants in lieu of Rates,REVISED BUDGET 2026,300000.0
LUANSHYA-BUDGET-2025.pdf,2025,005,Grants in lieu of Rates,BUDGET ESTIMATE 2027,300000.0
LUANSHYA-BUDGET-2025.pdf,2025,099,Other Grants,APPROVED BUDGET 2025,24638727.0
LUANSHYA-BUDGET-2025.pdf,2025,099,Other Grants,REVISED BUDGET 2026,9429163.0
LUANSHYA-BUDGET-2025.pdf,2025,099,Other Grants,BUDGET ESTIMATE 2027,1329163.0
LUANSHYA-BUDGET-2025.pdf,2025,,SubItem Total,REVISED BUDGET 2026,106138332.0
LUANSHYA-BUDGET-2025.pdf,2025,,SubItem Total,BUDGET ESTIMATE 2027,98038332.0
LUANSHYA-BUDGET-2025.pdf,2025,Grand Total,"205,909,678",APPROVED BUDGET 2025,186024831.0
LUANSHYA-BUDGET-2025.pdf,2025,No,ECONOMIC CLASSIFICATION,APPROVED BUDGET 2025,2023.0
LUANSHYA-BUDGET-2025.pdf,2025,No,ECONOMIC CLASSIFICATION,REVISED BUDGET 2026,2025.0
LUANSHYA-BUDGET-2025.pdf,2025,27 31 32 41,Subsidies to Non-Financial Enterprises Non-Financial Assets Financial Assets Current Liabilities (Payable within one year),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,27 31 32 41,Subsidies to Non-Financial Enterprises Non-Financial Assets Financial Assets Current Liabilities (Payable within one year),REVISED BUDGET 2026,1.2456452577703047e+29
LUANSHYA-BUDGET-2025.pdf,2025,,Head Total,APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,,Head Total,REVISED BUDGET 2026,205909678.0
LUANSHYA-BUDGET-2025.pdf,2025,Code,Programme,APPROVED BUDGET 2025,2023.0
LUANSHYA-BUDGET-2025.pdf,2025,Code,Programme,REVISED BUDGET 2026,2025.0
LUANSHYA-BUDGET-2025.pdf,2025,1 2 3 4 5 6 7 8 10 11 12 13 15 16 17 18,Constituency Development Local Governance Integrated Development Planning Economic and business development Public health and Environmental protection Housing and Community Amenities Recreation Culture and Religion Education and skills development Public order and safety Management and support Services Resource Mobilisation and Management District Health servcies Transport Services Agricultural Services Fisheries and Livestock Social Protection and Community Development,APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,1 2 3 4 5 6 7 8 10 11 12 13 15 16 17 18,Constituency Development Local Governance Integrated Development Planning Economic and business development Public health and Environmental protection Housing and Community Amenities Recreation Culture and Religion Education and skills development Public order and safety Management and support Services Resource Mobilisation and Management District Health servcies Transport Services Agricultural Services Fisheries and Livestock Social Protection and Community Development,REVISED BUDGET 2026,7.211630247848626e+113
LUANSHYA-BUDGET-2025.pdf,2025,,Head Total,APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,,Head Total,REVISED BUDGET 2026,205909678.0
LUANSHYA-BUDGET-2025.pdf,2025,PROGRAMME/SUB-PROGRAMME,2023 BUDGET,BUDGET ESTIMATE 2027,2025.0
LUANSHYA-BUDGET-2025.pdf,2025,ECONOMIC CLASSIFICATION,2023 BUDGET,BUDGET ESTIMATE 2027,2024.0
LUANSHYA-BUDGET-2025.pdf,2025,02Use of Goods and Services 02General Operations 01Social/Economic Planning 03Transfers 01Transfers 01Social/Economic Planning 02Subsidies 01Social/Economic Planning 04Assets 01Non-Financial Assets (Capital Expenditure) 01Social/Economic Planning 02Financial Assets 01Social/Economic Planning,- - - - - - - - - - - - -,BUDGET ESTIMATE 2027,3.01356430135643e+96
LUANSHYA-BUDGET-2025.pdf,2025,Programme Total,(0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Programme Total,(0),BUDGET ESTIMATE 2027,61271284.0
LUANSHYA-BUDGET-2025.pdf,2025,PROGRAMME/SUBPROGRAMME,2023 BUDGET,BUDGET ESTIMATE 2027,2025.0
LUANSHYA-BUDGET-2025.pdf,2025,Programme Total,(0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Programme Total,(0),REVISED BUDGET 2026,4.0
LUANSHYA-BUDGET-2025.pdf,2025,Programme Total,(0),BUDGET ESTIMATE 2027,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Key Output and Output Indicator,2023,BUDGET ESTIMATE 2027,2025.0
LUANSHYA-BUDGET-2025.pdf,2025,Community projects implemented 01 Number of Community projects completed 02 Number of water facilities constructed 03 Number of Desks procured 04 Percentage of community project funds spent 05 Kilometres of feeder roads graded,(0) (0) (0) (0) (0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Community projects implemented 01 Number of Community projects completed 02 Number of water facilities constructed 03 Number of Desks procured 04 Percentage of community project funds spent 05 Kilometres of feeder roads graded,(0) (0) (0) (0) (0),REVISED BUDGET 2026,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Community projects implemented 01 Number of Community projects completed 02 Number of water facilities constructed 03 Number of Desks procured 04 Percentage of community project funds spent 05 Kilometres of feeder roads graded,(0) (0) (0) (0) (0),BUDGET ESTIMATE 2027,26960010020.0
LUANSHYA-BUDGET-2025.pdf,2025,Empowerment grant disbursed 01 Number of groups empowered with grants 02 Percentage of empowerment grant fund disbursed 03 Number of youth groups accessing grants 04 Number of women accessing grants,(0) (0) (0) (0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Empowerment grant disbursed 01 Number of groups empowered with grants 02 Percentage of empowerment grant fund disbursed 03 Number of youth groups accessing grants 04 Number of women accessing grants,(0) (0) (0) (0),REVISED BUDGET 2026,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Empowerment grant disbursed 01 Number of groups empowered with grants 02 Percentage of empowerment grant fund disbursed 03 Number of youth groups accessing grants 04 Number of women accessing grants,(0) (0) (0) (0),BUDGET ESTIMATE 2027,2261004060.0
LUANSHYA-BUDGET-2025.pdf,2025,Empowerment Loans disbursed 01 Number of beneficiaries empowered with loans 02 Percentage of empowerement loan funds disbursed 03 Number of youth enterprise/clubs/cooperatives accessing loans 04 Number of women enterprise/club/cooperatives accessing loans,(0) (0) (0) (0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Empowerment Loans disbursed 01 Number of beneficiaries empowered with loans 02 Percentage of empowerement loan funds disbursed 03 Number of youth enterprise/clubs/cooperatives accessing loans 04 Number of women enterprise/club/cooperatives accessing loans,(0) (0) (0) (0),REVISED BUDGET 2026,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Empowerment Loans disbursed 01 Number of beneficiaries empowered with loans 02 Percentage of empowerement loan funds disbursed 03 Number of youth enterprise/clubs/cooperatives accessing loans 04 Number of women enterprise/club/cooperatives accessing loans,(0) (0) (0) (0),BUDGET ESTIMATE 2027,1331001015.0
LUANSHYA-BUDGET-2025.pdf,2025,Constituency Development Fund activities conducted 01 Number of monitoring visits conducted 02 Number of CDFC meetings conducted 03 Number of Financial literacy trainings conducted 04 Number of sensitisation meetings conducted 05 Percentage of completed projects/machinery/equipments branded 06 Number of WDCs supported,(0) (0) (0) (0) (0) (0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Constituency Development Fund activities conducted 01 Number of monitoring visits conducted 02 Number of CDFC meetings conducted 03 Number of Financial literacy trainings conducted 04 Number of sensitisation meetings conducted 05 Percentage of completed projects/machinery/equipments branded 06 Number of WDCs supported,(0) (0) (0) (0) (0) (0),REVISED BUDGET 2026,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Constituency Development Fund activities conducted 01 Number of monitoring visits conducted 02 Number of CDFC meetings conducted 03 Number of Financial literacy trainings conducted 04 Number of sensitisation meetings conducted 05 Percentage of completed projects/machinery/equipments branded 06 Number of WDCs supported,(0) (0) (0) (0) (0) (0),BUDGET ESTIMATE 2027,24164810030.0
LUANSHYA-BUDGET-2025.pdf,2025,Secondary boarding school bursaries disbursed 01 Number of pupils accessing secondary school boarding bursaries 02 Percentage of secondary boarding bursary fund disbursed,(0) (0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Secondary boarding school bursaries disbursed 01 Number of pupils accessing secondary school boarding bursaries 02 Percentage of secondary boarding bursary fund disbursed,(0) (0),REVISED BUDGET 2026,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Secondary boarding school bursaries disbursed 01 Number of pupils accessing secondary school boarding bursaries 02 Percentage of secondary boarding bursary fund disbursed,(0) (0),BUDGET ESTIMATE 2027,23100.0
LUANSHYA-BUDGET-2025.pdf,2025,Skills Development busaries disbursed 01 Number of students sponsored 02 Percentage of skills development bursary fund disbursed,(0) (0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Skills Development busaries disbursed 01 Number of students sponsored 02 Percentage of skills development bursary fund disbursed,(0) (0),REVISED BUDGET 2026,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Skills Development busaries disbursed 01 Number of students sponsored 02 Percentage of skills development bursary fund disbursed,(0) (0),BUDGET ESTIMATE 2027,267100.0
LUANSHYA-BUDGET-2025.pdf,2025,ECONOMIC CLASSIFICATION,2023 BUDGET,BUDGET ESTIMATE 2027,2024.0
LUANSHYA-BUDGET-2025.pdf,2025,Programme Total,(0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Programme Total,(0),BUDGET ESTIMATE 2027,2954838.0
LUANSHYA-BUDGET-2025.pdf,2025,2 Local Governance 040(cid:9)Local elections 044Legislative Function 045Citizen Engagement,(0) (0) (0) (0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,2 Local Governance 040(cid:9)Local elections 044Legislative Function 045Citizen Engagement,(0) (0) (0) (0),BUDGET ESTIMATE 2027,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Programme Total,(0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Programme Total,(0),REVISED BUDGET 2026,8.0
LUANSHYA-BUDGET-2025.pdf,2025,Programme Total,(0),BUDGET ESTIMATE 2027,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Key Output and Output Indicator,2023,BUDGET ESTIMATE 2027,2025.0
LUANSHYA-BUDGET-2025.pdf,2025,Council and Standing Committee Meetings held 01 Number of Full Ordinary Council meetings held 02 Number of Special Council Meetings held 03 Number of Standing Committee Meetings held 04 Number of Special Committee Meetings held,(0) (0) (0) (0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Council and Standing Committee Meetings held 01 Number of Full Ordinary Council meetings held 02 Number of Special Council Meetings held 03 Number of Standing Committee Meetings held 04 Number of Special Committee Meetings held,(0) (0) (0) (0),REVISED BUDGET 2026,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Council and Standing Committee Meetings held 01 Number of Full Ordinary Council meetings held 02 Number of Special Council Meetings held 03 Number of Standing Committee Meetings held 04 Number of Special Committee Meetings held,(0) (0) (0) (0),BUDGET ESTIMATE 2027,42202.0
LUANSHYA-BUDGET-2025.pdf,2025,Ward Development Committees operationalized 01 Number of Ward Development Committees Operationalized 02 Number Quarterly Ward Development Committee Meetings held 03 Number of Ward Development Committee Members trained 04 Number of Ward Development Committees Supported,(0) (0) (0) (0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Ward Development Committees operationalized 01 Number of Ward Development Committees Operationalized 02 Number Quarterly Ward Development Committee Meetings held 03 Number of Ward Development Committee Members trained 04 Number of Ward Development Committees Supported,(0) (0) (0) (0),REVISED BUDGET 2026,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Ward Development Committees operationalized 01 Number of Ward Development Committees Operationalized 02 Number Quarterly Ward Development Committee Meetings held 03 Number of Ward Development Committee Members trained 04 Number of Ward Development Committees Supported,(0) (0) (0) (0),BUDGET ESTIMATE 2027,301206030.0
LUANSHYA-BUDGET-2025.pdf,2025,GBV Day Commemorated 01 Number of wards sensitised on GBV 02 Number of GBV Commemorated,(0) (0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,GBV Day Commemorated 01 Number of wards sensitised on GBV 02 Number of GBV Commemorated,(0) (0),REVISED BUDGET 2026,0.0
LUANSHYA-BUDGET-2025.pdf,2025,GBV Day Commemorated 01 Number of wards sensitised on GBV 02 Number of GBV Commemorated,(0) (0),BUDGET ESTIMATE 2027,61.0
LUANSHYA-BUDGET-2025.pdf,2025,World Aids Day Commemorated 01 Number of DHAC meetings held in preparation of world Aids Day 02 Number of World Aids Day Commemorated,(0) (0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,World Aids Day Commemorated 01 Number of DHAC meetings held in preparation of world Aids Day 02 Number of World Aids Day Commemorated,(0) (0),REVISED BUDGET 2026,0.0
LUANSHYA-BUDGET-2025.pdf,2025,World Aids Day Commemorated 01 Number of DHAC meetings held in preparation of world Aids Day 02 Number of World Aids Day Commemorated,(0) (0),BUDGET ESTIMATE 2027,41.0
LUANSHYA-BUDGET-2025.pdf,2025,ECONOMIC CLASSIFICATION,2023 BUDGET,BUDGET ESTIMATE 2027,2024.0
LUANSHYA-BUDGET-2025.pdf,2025,Programme Total,(0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Programme Total,(0),REVISED BUDGET 2026,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Programme Total,(0),BUDGET ESTIMATE 2027,6120304.0
LUANSHYA-BUDGET-2025.pdf,2025,3 Integrated Development Planning 006Environmental planning 021Spatial Planning 033Socio Economic planning,(0) (0) (0) (0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,3 Integrated Development Planning 006Environmental planning 021Spatial Planning 033Socio Economic planning,(0) (0) (0) (0),BUDGET ESTIMATE 2027,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Programme Total,(0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Programme Total,(0),REVISED BUDGET 2026,6.0
LUANSHYA-BUDGET-2025.pdf,2025,Programme Total,(0),BUDGET ESTIMATE 2027,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Key Output and Output Indicator,2023,BUDGET ESTIMATE 2027,2025.0
LUANSHYA-BUDGET-2025.pdf,2025,Environmental awareness conducted 01 Number of Community sensitisation conducted 02 Number of environmental awareness meetings held,(0) (0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Environmental awareness conducted 01 Number of Community sensitisation conducted 02 Number of environmental awareness meetings held,(0) (0),REVISED BUDGET 2026,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Environmental awareness conducted 01 Number of Community sensitisation conducted 02 Number of environmental awareness meetings held,(0) (0),BUDGET ESTIMATE 2027,54.0
LUANSHYA-BUDGET-2025.pdf,2025,World Environment Day Commemorated 01 Number of World Environment Day event held,(0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,World Environment Day Commemorated 01 Number of World Environment Day event held,(0),REVISED BUDGET 2026,0.0
LUANSHYA-BUDGET-2025.pdf,2025,World Environment Day Commemorated 01 Number of World Environment Day event held,(0),BUDGET ESTIMATE 2027,1.0
LUANSHYA-BUDGET-2025.pdf,2025,Monitoring and Evaluation Conducted 01 Percentage of Monitoring and Evaluation conducted,(0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Monitoring and Evaluation Conducted 01 Percentage of Monitoring and Evaluation conducted,(0),REVISED BUDGET 2026,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Monitoring and Evaluation Conducted 01 Percentage of Monitoring and Evaluation conducted,(0),BUDGET ESTIMATE 2027,100.0
LUANSHYA-BUDGET-2025.pdf,2025,Environmental Project Briefs Reviewed 01 Percentage of Environmental Project briefs reviewed,(0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Environmental Project Briefs Reviewed 01 Percentage of Environmental Project briefs reviewed,(0),REVISED BUDGET 2026,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Environmental Project Briefs Reviewed 01 Percentage of Environmental Project briefs reviewed,(0),BUDGET ESTIMATE 2027,100.0
LUANSHYA-BUDGET-2025.pdf,2025,"Plots demarcated,allocated and road reserves marked 01 Number of plots demarcated and allocated 02 Kilometres of Road Reserves marked",(0) (0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,"Plots demarcated,allocated and road reserves marked 01 Number of plots demarcated and allocated 02 Kilometres of Road Reserves marked",(0) (0),REVISED BUDGET 2026,0.0
LUANSHYA-BUDGET-2025.pdf,2025,"Plots demarcated,allocated and road reserves marked 01 Number of plots demarcated and allocated 02 Kilometres of Road Reserves marked",(0) (0),BUDGET ESTIMATE 2027,180060.0
LUANSHYA-BUDGET-2025.pdf,2025,Land identified for purposes of spatial planning 01 Hectarage of land identified and planned,(0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Land identified for purposes of spatial planning 01 Hectarage of land identified and planned,(0),REVISED BUDGET 2026,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Land identified for purposes of spatial planning 01 Hectarage of land identified and planned,(0),BUDGET ESTIMATE 2027,100.0
LUANSHYA-BUDGET-2025.pdf,2025,Settlement improvement of Fisenge and Kamuchanga 01 Number of Settlements Upgraded,(0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Settlement improvement of Fisenge and Kamuchanga 01 Number of Settlements Upgraded,(0),REVISED BUDGET 2026,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Settlement improvement of Fisenge and Kamuchanga 01 Number of Settlements Upgraded,(0),BUDGET ESTIMATE 2027,2.0
LUANSHYA-BUDGET-2025.pdf,2025,DDCC meetings held 01 Number of DDCC meeting held,(0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,DDCC meetings held 01 Number of DDCC meeting held,(0),REVISED BUDGET 2026,0.0
LUANSHYA-BUDGET-2025.pdf,2025,DDCC meetings held 01 Number of DDCC meeting held,(0),BUDGET ESTIMATE 2027,4.0
LUANSHYA-BUDGET-2025.pdf,2025,Service delivery charter implemented 01 Number of customer satisfaction survey conducted,(0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Service delivery charter implemented 01 Number of customer satisfaction survey conducted,(0),REVISED BUDGET 2026,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Service delivery charter implemented 01 Number of customer satisfaction survey conducted,(0),BUDGET ESTIMATE 2027,1.0
LUANSHYA-BUDGET-2025.pdf,2025,IDP implemented 01 Number of IDP performance review meetings conducted,(0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,IDP implemented 01 Number of IDP performance review meetings conducted,(0),REVISED BUDGET 2026,0.0
LUANSHYA-BUDGET-2025.pdf,2025,IDP implemented 01 Number of IDP performance review meetings conducted,(0),BUDGET ESTIMATE 2027,4.0
LUANSHYA-BUDGET-2025.pdf,2025,ECONOMIC CLASSIFICATION,2023 BUDGET,REVISED BUDGET 2026,2024.0
LUANSHYA-BUDGET-2025.pdf,2025,Programme Total,(0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Programme Total,(0),REVISED BUDGET 2026,204230.0
LUANSHYA-BUDGET-2025.pdf,2025,Programme Total,(0),BUDGET ESTIMATE 2027,0.0
LUANSHYA-BUDGET-2025.pdf,2025,4 Economic and business development 011Local Economic Development 038Trade Facilitation and Licencing,(0) (0) (0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,4 Economic and business development 011Local Economic Development 038Trade Facilitation and Licencing,(0) (0) (0),BUDGET ESTIMATE 2027,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Programme Total,(0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Programme Total,(0),REVISED BUDGET 2026,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Programme Total,(0),BUDGET ESTIMATE 2027,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Key Output and Output Indicator,2023,BUDGET ESTIMATE 2027,2025.0
LUANSHYA-BUDGET-2025.pdf,2025,Licensing activities conducted 01 Percentage of licenses issued 02 Number of inspection conducted,(0) (0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Licensing activities conducted 01 Percentage of licenses issued 02 Number of inspection conducted,(0) (0),REVISED BUDGET 2026,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Licensing activities conducted 01 Percentage of licenses issued 02 Number of inspection conducted,(0) (0),BUDGET ESTIMATE 2027,10012.0
LUANSHYA-BUDGET-2025.pdf,2025,Senstization meeting Conducted 01 Number of sensitization meetings conducted,(0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Senstization meeting Conducted 01 Number of sensitization meetings conducted,(0),REVISED BUDGET 2026,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Senstization meeting Conducted 01 Number of sensitization meetings conducted,(0),BUDGET ESTIMATE 2027,4.0
